"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Ceremony","CeremonyYear"
"Best Editing","Winner","Lee Smith","Event-43-2017","tt5013056","Dunkirk","nm0809059","Lee Smith",NA,NA,"043","2017"
"Best Editing",NA,"Tatiana S. Riegel","Event-43-2017","tt5580036","I, Tonya","nm0726186","Tatiana S. Riegel",NA,NA,"043","2017"
"Best Foreign Film","Winner","Robin Campillo","Event-43-2017","tt6135348","120 BPM","nm0133028","Robin Campillo",NA,NA,"043","2017"
"Best Foreign Film","Winner","Andrey Zvyagintsev","Event-43-2017","tt6304162","Loveless","nm1168657","Andrey Zvyagintsev",NA,NA,"043","2017"
"Best Music","Winner","Jonny Greenwood","Event-43-2017","tt5776858","Phantom Thread","nm0339351","Jonny Greenwood",NA,NA,"043","2017"
"Best Music",NA,"Alexandre Desplat","Event-43-2017","tt5580390","The Shape of Water","nm0006035","Alexandre Desplat",NA,NA,"043","2017"
"Best Picture","Winner",NA,"Event-43-2017","tt5726616","Call Me by Your Name",NA,NA,NA,NA,"043","2017"
"Best Picture",NA,NA,"Event-43-2017","tt5649144","The Florida Project",NA,NA,NA,NA,"043","2017"
"Best Production Design","Winner","Dennis Gassner","Event-43-2017","tt1856101","Blade Runner 2049","nm0309357","Dennis Gassner",NA,NA,"043","2017"
"Best Production Design",NA,"Paul D. Austerberry","Event-43-2017","tt5580390","The Shape of Water","nm0042306","Paul D. Austerberry",NA,NA,"043","2017"
"Best Screenplay","Winner","Jordan Peele","Event-43-2017","tt5052448","Get Out","nm1443502","Jordan Peele",NA,NA,"043","2017"
"Best Screenplay",NA,"Martin McDonagh","Event-43-2017","tt5027774","Three Billboards Outside Ebbing, Missouri","nm1732981","Martin McDonagh",NA,NA,"043","2017"
"Best Supporting Actor","Winner","The Florida Project","Event-43-2017","tt5649144","The Florida Project","nm0000353","Willem Dafoe",NA,NA,"043","2017"
"Best Supporting Actor",NA,"Three Billboards Outside Ebbing, Missouri","Event-43-2017","tt5027774","Three Billboards Outside Ebbing, Missouri","nm0005377","Sam Rockwell",NA,NA,"043","2017"
"Best Supporting Actress","Winner","Lady Bird","Event-43-2017","tt4925292","Lady Bird","nm0582418","Laurie Metcalf",NA,NA,"043","2017"
"Best Supporting Actress",NA,"Mudbound","Event-43-2017","tt2396589","Mudbound","nm0004763","Mary J. Blige",NA,NA,"043","2017"
"Best Actor","Winner","First Reformed","Event-44-2018","tt6053438","First Reformed","nm0000160","Ethan Hawke",NA,NA,"044","2018"
"Best Actor",NA,"Leave No Trace","Event-44-2018","tt3892172","Leave No Trace","nm0004936","Ben Foster",NA,NA,"044","2018"
"Best Actress","Winner","The Favourite","Event-44-2018","tt5083738","The Favourite","nm1469236","Olivia Colman",NA,NA,"044","2018"
"Best Actress",NA,"Hereditary","Event-44-2018","tt7784604","Hereditary","nm0001057","Toni Collette",NA,NA,"044","2018"
"Best Animation","Winner",NA,"Event-44-2018","tt4633694","Spider-Man: Into the Spider-Verse",NA,NA,NA,NA,"044","2018"
"Best Animation",NA,NA,"Event-44-2018","tt3606756","Incredibles 2",NA,NA,NA,NA,"044","2018"
"Best Cinematography","Winner","Alfonso Cuarón","Event-44-2018","tt6155172","Roma","nm0190859","Alfonso Cuarón",NA,NA,"044","2018"
"Best Cinematography",NA,"James Laxton","Event-44-2018","tt7125860","If Beale Street Could Talk","nm0493439","James Laxton",NA,NA,"044","2018"
"Best Director","Winner","Leave No Trace","Event-44-2018","tt3892172","Leave No Trace","nm0335138","Debra Granik",NA,NA,"044","2018"
"Best Director",NA,"Roma","Event-44-2018","tt6155172","Roma","nm0190859","Alfonso Cuarón",NA,NA,"044","2018"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-44-2018","tt7472352","Shirkers",NA,NA,NA,NA,"044","2018"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-44-2018","tt7476236","Minding the Gap",NA,NA,NA,NA,"044","2018"
"Best Editing","Winner","Joshua Altman, Bing Liu","Event-44-2018","tt7476236","Minding the Gap","nm2655227","Joshua Altman",NA,NA,"044","2018"
"Best Editing","Winner","Joshua Altman, Bing Liu","Event-44-2018","tt7476236","Minding the Gap","nm3294913","Bing Liu",NA,NA,"044","2018"
"Best Editing",NA,"Alfonso Cuarón, Adam Gough","Event-44-2018","tt6155172","Roma","nm0190859","Alfonso Cuarón",NA,NA,"044","2018"
"Best Editing",NA,"Alfonso Cuarón, Adam Gough","Event-44-2018","tt6155172","Roma","nm2366329","Adam Gough",NA,NA,"044","2018"
"Best Foreign Film","Winner",NA,"Event-44-2018","tt7282468","Burning",NA,NA,NA,NA,"044","2018"
"Best Foreign Film","Winner",NA,"Event-44-2018","tt8075192","Shoplifters",NA,NA,NA,NA,"044","2018"
"Best Music","Winner","Nicholas Britell","Event-44-2018","tt7125860","If Beale Street Could Talk","nm1615109","Nicholas Britell",NA,NA,"044","2018"
"Best Music",NA,"Justin Hurwitz","Event-44-2018","tt1213641","First Man","nm3225654","Justin Hurwitz",NA,NA,"044","2018"
"Best Picture","Winner",NA,"Event-44-2018","tt6155172","Roma",NA,NA,NA,NA,"044","2018"
"Best Picture",NA,NA,"Event-44-2018","tt7282468","Burning",NA,NA,NA,NA,"044","2018"
"Best Production Design","Winner","Hannah Beachler","Event-44-2018","tt1825683","Black Panther","nm1667545","Hannah Beachler",NA,NA,"044","2018"
"Best Production Design",NA,"Fiona Crombie","Event-44-2018","tt5083738","The Favourite","nm2356249","Fiona Crombie",NA,NA,"044","2018"
"Best Screenplay","Winner","Nicole Holofcener, Jeff Whitty","Event-44-2018","tt4595882","Can You Ever Forgive Me?","nm0392237","Nicole Holofcener",NA,NA,"044","2018"
"Best Screenplay","Winner","Nicole Holofcener, Jeff Whitty","Event-44-2018","tt4595882","Can You Ever Forgive Me?","nm1036221","Jeff Whitty",NA,NA,"044","2018"
"Best Screenplay",NA,"Deborah Davis, Tony McNamara","Event-44-2018","tt5083738","The Favourite","nm7629302","Deborah Davis",NA,NA,"044","2018"
"Best Screenplay",NA,"Deborah Davis, Tony McNamara","Event-44-2018","tt5083738","The Favourite","nm1110111","Tony McNamara",NA,NA,"044","2018"
"Best Supporting Actor","Winner","Burning","Event-44-2018","tt7282468","Burning","nm3081796","Steven Yeun",NA,NA,"044","2018"
"Best Supporting Actor",NA,"Paddington 2","Event-44-2018","tt4468740","Paddington 2","nm0000424","Hugh Grant",NA,NA,"044","2018"
"Best Supporting Actress","Winner","If Beale Street Could Talk","Event-44-2018","tt7125860","If Beale Street Could Talk","nm0005093","Regina King",NA,NA,"044","2018"
"Best Supporting Actress",NA,"Widows","Event-44-2018","tt4218572","Widows","nm4456120","Elizabeth Debicki",NA,NA,"044","2018"
"Best Actor","Winner","Pain and Glory","Event-45-2019","tt8291806","Pain and Glory","nm0000104","Antonio Banderas",NA,NA,"045","2019"
"Best Actor",NA,"Marriage Story","Event-45-2019","tt7653254","Marriage Story","nm3485845","Adam Driver",NA,NA,"045","2019"
"Best Actress","Winner","Diane","Event-45-2019","tt6705860","Diane","nm0005316","Mary Kay Place",NA,NA,"045","2019"
"Best Actress",NA,"Us","Event-45-2019","tt6857112","Us","nm2143282","Lupita Nyong'o",NA,NA,"045","2019"
"Best Animation","Winner",NA,"Event-45-2019","tt9806192","I Lost My Body",NA,NA,NA,NA,"045","2019"
"Best Animation",NA,NA,"Event-45-2019","tt1979376","Toy Story 4",NA,NA,NA,NA,"045","2019"
"Best Cinematography","Winner","Claire Mathon","Event-45-2019","tt8613070","Portrait of a Lady on Fire","nm1083857","Claire Mathon",NA,NA,"045","2019"
"Best Cinematography",NA,"Roger Deakins","Event-45-2019","tt8579674","1917","nm0005683","Roger Deakins",NA,NA,"045","2019"
"Best Director","Winner","Parasite","Event-45-2019","tt6751668","Parasite","nm0094435","Bong Joon Ho",NA,NA,"045","2019"
"Best Director",NA,"The Irishman","Event-45-2019","tt1302006","The Irishman","nm0000217","Martin Scorsese",NA,NA,"045","2019"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-45-2019","tt9351980","American Factory",NA,NA,NA,NA,"045","2019"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-45-2019","tt8760684","Apollo 11",NA,NA,NA,NA,"045","2019"
"Best Editing","Winner","Todd Douglas Miller","Event-45-2019","tt8760684","Apollo 11","nm1530433","Todd Douglas Miller",NA,NA,"045","2019"
"Best Editing",NA,"Ronald Bronstein, Benny Safdie","Event-45-2019","tt5727208","Uncut Gems","nm2563482","Ronald Bronstein",NA,NA,"045","2019"
"Best Editing",NA,"Ronald Bronstein, Benny Safdie","Event-45-2019","tt5727208","Uncut Gems","nm1509478","Benny Safdie",NA,NA,"045","2019"
"Best Foreign Film","Winner",NA,"Event-45-2019","tt8291806","Pain and Glory",NA,NA,NA,NA,"045","2019"
"Best Foreign Film",NA,NA,"Event-45-2019","tt8613070","Portrait of a Lady on Fire",NA,NA,NA,NA,"045","2019"
"Best Music","Winner","Dan Levy","Event-45-2019","tt9806192","I Lost My Body","nm1776887","Dan Levy",NA,NA,"045","2019"
"Best Music",NA,"Thomas Newman","Event-45-2019","tt8579674","1917","nm0002353","Thomas Newman",NA,NA,"045","2019"
"Best Picture","Winner",NA,"Event-45-2019","tt6751668","Parasite",NA,NA,NA,NA,"045","2019"
"Best Picture",NA,NA,"Event-45-2019","tt1302006","The Irishman",NA,NA,NA,NA,"045","2019"
"Best Production Design","Winner","Barbara Ling","Event-45-2019","tt7131622","Once Upon a Time in Hollywood","nm0512686","Barbara Ling",NA,NA,"045","2019"
"Best Production Design",NA,"Lee Ha-jun","Event-45-2019","tt6751668","Parasite","nm4342766","Lee Ha-jun",NA,NA,"045","2019"
"Best Screenplay","Winner","Noah Baumbach","Event-45-2019","tt7653254","Marriage Story","nm0000876","Noah Baumbach",NA,NA,"045","2019"
"Best Screenplay",NA,"Bong Joon Ho, Han Jin-won","Event-45-2019","tt6751668","Parasite","nm0094435","Bong Joon Ho",NA,NA,"045","2019"
"Best Screenplay",NA,"Bong Joon Ho, Han Jin-won","Event-45-2019","tt6751668","Parasite","nm8243301","Han Jin-won",NA,NA,"045","2019"
"Best Supporting Actor","Winner","Parasite","Event-45-2019","tt6751668","Parasite","nm0814280","Song Kang-ho",NA,NA,"045","2019"
"Best Supporting Actor",NA,"The Irishman","Event-45-2019","tt1302006","The Irishman","nm0000582","Joe Pesci",NA,NA,"045","2019"
"Best Supporting Actress","Winner","Hustlers","Event-45-2019","tt5503686","Hustlers","nm0000182","Jennifer Lopez",NA,NA,"045","2019"
"Best Supporting Actress",NA,"The Farewell","Event-45-2019","tt8637428","The Farewell","nm10289762","Shuzhen Zhao",NA,NA,"045","2019"
"Best Actor","Winner","Ma Rainey's Black Bottom","Event-46-2020","tt10514222","Ma Rainey's Black Bottom","nm1569276","Chadwick Boseman",NA,NA,"046","2020"
"Best Actor",NA,"Sound of Metal","Event-46-2020","tt5363618","Sound of Metal","nm1981893","Riz Ahmed",NA,NA,"046","2020"
"Best Actress","Winner","Promising Young Woman","Event-46-2020","tt9620292","Promising Young Woman","nm1659547","Carey Mulligan",NA,NA,"046","2020"
"Best Actress",NA,"Ma Rainey's Black Bottom","Event-46-2020","tt10514222","Ma Rainey's Black Bottom","nm0205626","Viola Davis",NA,NA,"046","2020"
"Best Animation","Winner",NA,"Event-46-2020","tt5198068","WolfWalkers",NA,NA,NA,NA,"046","2020"
"Best Animation",NA,NA,"Event-46-2020","tt2948372","Soul",NA,NA,NA,NA,"046","2020"
"Best Cinematography","Winner","Shabier Kirchner","Event-46-2020","tt3464896","Small Axe","nm3907327","Shabier Kirchner",NA,NA,"046","2020"
"Best Cinematography",NA,"Joshua James Richards","Event-46-2020","tt9770150","Nomadland","nm4452305","Joshua James Richards",NA,NA,"046","2020"
"Best Director","Winner","Nomadland","Event-46-2020","tt9770150","Nomadland","nm2125482","Chloé Zhao",NA,NA,"046","2020"
"Best Director",NA,"Small Axe","Event-46-2020","tt3464896","Small Axe","nm2588606","Steve McQueen",NA,NA,"046","2020"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-46-2020","tt11416746","Time",NA,NA,NA,NA,"046","2020"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-46-2020","tt10706602","Collective",NA,NA,NA,NA,"046","2020"
"Best Editing","Winner","Yorgos Lamprinos","Event-46-2020","tt10272386","The Father","nm2498855","Yorgos Lamprinos",NA,NA,"046","2020"
"Best Editing",NA,"Gabriel Rhodes","Event-46-2020","tt11416746","Time","nm0722431","Gabriel Rhodes",NA,NA,"046","2020"
"Best Foreign Film","Winner",NA,"Event-46-2020","tt10199640","Beanpole",NA,NA,NA,NA,"046","2020"
"Best Foreign Film",NA,NA,"Event-46-2020","tt4516162","Martin Eden",NA,NA,NA,NA,"046","2020"
"Best Music","Winner","Jon Batiste, Trent Reznor, Atticus Ross","Event-46-2020","tt2948372","Soul","nm4456022","Jon Batiste",NA,NA,"046","2020"
"Best Music","Winner","Jon Batiste, Trent Reznor, Atticus Ross","Event-46-2020","tt2948372","Soul","nm0722153","Trent Reznor",NA,NA,"046","2020"
"Best Music","Winner","Jon Batiste, Trent Reznor, Atticus Ross","Event-46-2020","tt2948372","Soul","nm1589604","Atticus Ross",NA,NA,"046","2020"
"Best Music",NA,"Mica Levi","Event-46-2020","tt3464896","Small Axe","nm5908010","Mica Levi",NA,NA,"046","2020"
"Best Picture","Winner",NA,"Event-46-2020","tt3464896","Small Axe",NA,NA,NA,NA,"046","2020"
"Best Picture",NA,NA,"Event-46-2020","tt9770150","Nomadland",NA,NA,NA,NA,"046","2020"
"Best Production Design","Winner","Donald Graham Burt","Event-46-2020","tt10618286","Mank","nm0123426","Donald Graham Burt",NA,NA,"046","2020"
"Best Production Design",NA,"Sergey Ivanov","Event-46-2020","tt10199640","Beanpole","nm10905394","Sergey Ivanov",NA,NA,"046","2020"
"Best Screenplay","Winner","Emerald Fennell","Event-46-2020","tt9620292","Promising Young Woman","nm2193504","Emerald Fennell",NA,NA,"046","2020"
"Best Screenplay",NA,"Eliza Hittman","Event-46-2020","tt7772582","Never Rarely Sometimes Always","nm2151374","Eliza Hittman",NA,NA,"046","2020"
"Best Supporting Actor","Winner","Ma Rainey's Black Bottom","Event-46-2020","tt10514222","Ma Rainey's Black Bottom","nm0877270","Glynn Turman",NA,NA,"046","2020"
"Best Supporting Actor",NA,"Sound of Metal","Event-46-2020","tt5363618","Sound of Metal","nm0705152","Paul Raci",NA,NA,"046","2020"
"Best Supporting Actress","Winner","Minari","Event-46-2020","tt10633456","Minari","nm0950926","Youn Yuh-jung",NA,NA,"046","2020"
"Best Supporting Actress",NA,"Mank","Event-46-2020","tt10618286","Mank","nm1086543","Amanda Seyfried",NA,NA,"046","2020"
"Best Actor","Winner","Red Rocket","Event-47-2021","tt13453006","Red Rocket","nm0005350","Simon Rex",NA,NA,"047","2021"
"Best Actor",NA,"The Power of the Dog","Event-47-2021","tt10293406","The Power of the Dog","nm1212722","Benedict Cumberbatch",NA,NA,"047","2021"
"Best Actress","Winner","Parallel Mothers","Event-47-2021","tt12618926","Parallel Mothers","nm0004851","Penélope Cruz",NA,NA,"047","2021"
"Best Actress",NA,"The Worst Person in the World","Event-47-2021","tt10370710","The Worst Person in the World","nm4561559","Renate Reinsve",NA,NA,"047","2021"
"Best Animation","Winner",NA,"Event-47-2021","tt8430054","Flee",NA,NA,NA,NA,"047","2021"
"Best Animation",NA,NA,"Event-47-2021","tt13651628","Belle",NA,NA,NA,NA,"047","2021"
"Best Cinematography","Winner","Ari Wegner","Event-47-2021","tt10293406","The Power of the Dog","nm1645832","Ari Wegner",NA,NA,"047","2021"
"Best Cinematography",NA,"Greig Fraser","Event-47-2021","tt1160419","Dune","nm0292132","Greig Fraser",NA,NA,"047","2021"
"Best Director","Winner","The Power of the Dog","Event-47-2021","tt10293406","The Power of the Dog","nm0001005","Jane Campion",NA,NA,"047","2021"
"Best Director",NA,"Drive My Car","Event-47-2021","tt14039582","Drive My Car","nm3152327","Ryûsuke Hamaguchi",NA,NA,"047","2021"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-47-2021","tt11422728","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",NA,NA,NA,NA,"047","2021"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-47-2021","tt14300912","Procession",NA,NA,NA,NA,"047","2021"
"Best Editing","Winner","Joshua L Pearson","Event-47-2021","tt11422728","Summer of Soul (...Or, When the Revolution Could Not Be Televised)","nm0669307","Joshua L Pearson",NA,NA,"047","2021"
"Best Editing",NA,"Andy Jurgensen","Event-47-2021","tt11271038","Licorice Pizza","nm1425140","Andy Jurgensen",NA,NA,"047","2021"
"Best Film Not in the English Language","Winner",NA,"Event-47-2021","tt13204490","Petite maman",NA,NA,NA,NA,"047","2021"
"Best Film Not in the English Language",NA,NA,"Event-47-2021","tt8633462","Quo vadis, Aida?",NA,NA,NA,NA,"047","2021"
"Best Music","Winner","Alberto Iglesias","Event-47-2021","tt12618926","Parallel Mothers","nm0407076","Alberto Iglesias",NA,NA,"047","2021"
"Best Music",NA,"Jonny Greenwood","Event-47-2021","tt10293406","The Power of the Dog","nm0339351","Jonny Greenwood",NA,NA,"047","2021"
"Best Picture","Winner",NA,"Event-47-2021","tt14039582","Drive My Car",NA,NA,NA,NA,"047","2021"
"Best Picture",NA,NA,"Event-47-2021","tt10293406","The Power of the Dog",NA,NA,NA,NA,"047","2021"
"Best Production Design","Winner","Steve Saklad","Event-47-2021","tt3797512","Barb and Star Go to Vista Del Mar","nm0757213","Steve Saklad",NA,NA,"047","2021"
"Best Production Design",NA,"Tamara Deverell","Event-47-2021","tt7740496","Nightmare Alley","nm0222383","Tamara Deverell",NA,NA,"047","2021"
"Best Screenplay","Winner","Ryûsuke Hamaguchi, Takamasa Ôe","Event-47-2021","tt14039582","Drive My Car","nm3152327","Ryûsuke Hamaguchi",NA,NA,"047","2021"
"Best Screenplay","Winner","Ryûsuke Hamaguchi, Takamasa Ôe","Event-47-2021","tt14039582","Drive My Car","nm5087531","Takamasa Ôe",NA,NA,"047","2021"
"Best Screenplay",NA,"Paul Thomas Anderson","Event-47-2021","tt11271038","Licorice Pizza","nm0000759","Paul Thomas Anderson",NA,NA,"047","2021"
"Best Supporting Actor","Winner","The Power of the Dog","Event-47-2021","tt10293406","The Power of the Dog","nm2240346","Kodi Smit-McPhee",NA,NA,"047","2021"
"Best Supporting Actor","Winner","Titane","Event-47-2021","tt10944760","Titane","nm0512071","Vincent Lindon",NA,NA,"047","2021"
"Best Supporting Actress","Winner","West Side Story","Event-47-2021","tt3581652","West Side Story","nm3663196","Ariana DeBose",NA,NA,"047","2021"
"Best Supporting Actress",NA,"King Richard","Event-47-2021","tt9620288","King Richard","nm0254712","Aunjanue Ellis-Taylor",NA,NA,"047","2021"
"Best Animation","Winner",NA,"Event-48-2022","tt1488589","Guillermo del Toro's Pinocchio",NA,NA,NA,NA,"048","2022"
"Best Animation",NA,NA,"Event-48-2022","tt15339456","Marcel the Shell with Shoes On",NA,NA,NA,NA,"048","2022"
"Best Cinematography","Winner","Michal Dymek","Event-48-2022","tt19652910","Eo","nm5536512","Michal Dymek",NA,NA,"048","2022"
"Best Cinematography",NA,"Hoyte Van Hoytema","Event-48-2022","tt10954984","Nope","nm0887227","Hoyte Van Hoytema",NA,NA,"048","2022"
"Best Director","Winner","Tár","Event-48-2022","tt14444726","Tár","nm0276062","Todd Field",NA,NA,"048","2022"
"Best Director",NA,"RRR","Event-48-2022","tt8178634","RRR","nm1442514","S.S. Rajamouli",NA,NA,"048","2022"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-48-2022","tt21374850","All the Beauty and the Bloodshed",NA,NA,NA,NA,"048","2022"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-48-2022","tt16227014","Fire of Love",NA,NA,NA,NA,"048","2022"
"Best Editing","Winner","Blair McClendon","Event-48-2022","tt19770238","Aftersun","nm7480938","Blair McClendon",NA,NA,"048","2022"
"Best Editing",NA,"Monika Willi","Event-48-2022","tt14444726","Tár","nm0929889","Monika Willi",NA,NA,"048","2022"
"Best Film Not in the English Language","Winner",NA,"Event-48-2022","tt19652910","Eo",NA,NA,NA,NA,"048","2022"
"Best Film Not in the English Language",NA,NA,"Event-48-2022","tt15376894","Saint Omer",NA,NA,NA,NA,"048","2022"
"Best Lead Performance","Winner","Bill Nighy","Event-48-2022","tt9051908","Living","nm0631490","Bill Nighy",NA,NA,"048","2022"
"Best Lead Performance","Winner","Cate Blanchett","Event-48-2022","tt14444726","Tár","nm0000949","Cate Blanchett",NA,NA,"048","2022"
"Best Lead Performance",NA,"Michelle Yeoh","Event-48-2022","tt6710474","Everything Everywhere All at Once","nm0000706","Michelle Yeoh",NA,NA,"048","2022"
"Best Lead Performance",NA,"Danielle Deadwyler","Event-48-2022","tt4960748","Till","nm4314990","Danielle Deadwyler",NA,NA,"048","2022"
"Best Music Score","Winner","M.M. Keeravani","Event-48-2022","tt8178634","RRR","nm0444807","M.M. Keeravani",NA,NA,"048","2022"
"Best Music Score",NA,"Pawel Mykietyn","Event-48-2022","tt19652910","Eo","nm0586409","Pawel Mykietyn",NA,NA,"048","2022"
"Best Picture","Winner",NA,"Event-48-2022","tt6710474","Everything Everywhere All at Once",NA,NA,NA,NA,"048","2022"
"Best Picture","Winner",NA,"Event-48-2022","tt14444726","Tár",NA,NA,NA,NA,"048","2022"
"Best Production Design","Winner","Dylan Cole, Ben Procter","Event-48-2022","tt1630029","Avatar: The Way of Water","nm1304499","Dylan Cole",NA,NA,"048","2022"
"Best Production Design","Winner","Dylan Cole, Ben Procter","Event-48-2022","tt1630029","Avatar: The Way of Water","nm1929546","Ben Procter",NA,NA,"048","2022"
"Best Production Design",NA,"Jason Kisvarday","Event-48-2022","tt6710474","Everything Everywhere All at Once","nm1678988","Jason Kisvarday",NA,NA,"048","2022"
"Best Screenplay","Winner","Todd Field","Event-48-2022","tt14444726","Tár","nm0276062","Todd Field",NA,NA,"048","2022"
"Best Screenplay",NA,"Martin McDonagh","Event-48-2022","tt11813216","The Banshees of Inisherin","nm1732981","Martin McDonagh",NA,NA,"048","2022"
"Best Supporting Performance","Winner","Ke Huy Quan","Event-48-2022","tt6710474","Everything Everywhere All at Once","nm0702841","Ke Huy Quan",NA,NA,"048","2022"
"Best Supporting Performance","Winner","Dolly De Leon","Event-48-2022","tt7322224","Triangle of Sadness","nm2976018","Dolly De Leon",NA,NA,"048","2022"
"Best Supporting Performance",NA,"Brian Tyree Henry","Event-48-2022","tt10192406","Causeway","nm3109964","Brian Tyree Henry",NA,NA,"048","2022"
"Best Supporting Performance",NA,"Jessie Buckley","Event-48-2022","tt13669038","Women Talking","nm2976580","Jessie Buckley",NA,NA,"048","2022"
"Best Actor","Winner","Kramer vs. Kramer","Event-5-1979","tt0079417","Kramer vs. Kramer","nm0000163","Dustin Hoffman",NA,NA,"005","1979"
"Best Actress","Winner","Norma Rae","Event-5-1979","tt0079638","Norma Rae","nm0000398","Sally Field",NA,NA,"005","1979"
"Best Cinematography","Winner","Caleb Deschanel","Event-5-1979","tt0078872","The Black Stallion","nm0221042","Caleb Deschanel",NA,NA,"005","1979"
"Best Director","Winner","Kramer vs. Kramer","Event-5-1979","tt0079417","Kramer vs. Kramer","nm0000914","Robert Benton",NA,NA,"005","1979"
"Best Foreign Film","Winner","Paul Verhoeven","Event-5-1979","tt0076734","Soldier of Orange","nm0000682","Paul Verhoeven",NA,NA,"005","1979"
"Best Music","Winner","Carmine Coppola","Event-5-1979","tt0078872","The Black Stallion","nm0178874","Carmine Coppola",NA,NA,"005","1979"
"Best Picture","Winner",NA,"Event-5-1979","tt0079417","Kramer vs. Kramer",NA,NA,NA,NA,"005","1979"
"Best Screenplay","Winner","Robert Benton","Event-5-1979","tt0079417","Kramer vs. Kramer","nm0000914","Robert Benton",NA,NA,"005","1979"
"Best Supporting Actor","Winner","Being There, The Seduction of Joe Tynan","Event-5-1979","tt0078841","Being There","nm0002048","Melvyn Douglas",NA,NA,"005","1979"
"Best Supporting Actor","Winner","Being There, The Seduction of Joe Tynan","Event-5-1979","tt0079875","The Seduction of Joe Tynan","nm0002048","Melvyn Douglas",NA,NA,"005","1979"
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-5-1979","tt0079417","Kramer vs. Kramer","nm0000658","Meryl Streep",NA,NA,"005","1979"
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-5-1979","tt0079522","Manhattan","nm0000658","Meryl Streep",NA,NA,"005","1979"
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-5-1979","tt0079875","The Seduction of Joe Tynan","nm0000658","Meryl Streep",NA,NA,"005","1979"
"Best Actor","Winner","Raging Bull","Event-6-1980","tt0081398","Raging Bull","nm0000134","Robert De Niro",NA,NA,"006","1980"
"Best Actress","Winner","Coal Miner's Daughter","Event-6-1980","tt0080549","Coal Miner's Daughter","nm0000651","Sissy Spacek",NA,NA,"006","1980"
"Best Cinematography","Winner","Ghislain Cloquet, Geoffrey Unsworth","Event-6-1980","tt0080009","Tess","nm0005669","Ghislain Cloquet",NA,NA,"006","1980"
"Best Cinematography","Winner","Ghislain Cloquet, Geoffrey Unsworth","Event-6-1980","tt0080009","Tess","nm0005910","Geoffrey Unsworth",NA,NA,"006","1980"
"Best Director","Winner","Tess","Event-6-1980","tt0080009","Tess","nm0000591","Roman Polanski",NA,NA,"006","1980"
"Best Foreign Film","Winner","Volker Schlöndorff","Event-6-1980","tt0078875","The Tin Drum","nm0772522","Volker Schlöndorff",NA,NA,"006","1980"
"Best Music","Winner","Ry Cooder","Event-6-1980","tt0081071","The Long Riders","nm0176839","Ry Cooder",NA,NA,"006","1980"
"Best Picture","Winner",NA,"Event-6-1980","tt0081398","Raging Bull",NA,NA,NA,NA,"006","1980"
"Best Screenplay","Winner","John Sayles","Event-6-1980","tt0081420","Return of the Secaucus Seven","nm0000626","John Sayles",NA,NA,"006","1980"
"Best Supporting Actor","Winner","Ordinary People","Event-6-1980","tt0081283","Ordinary People","nm0000459","Timothy Hutton",NA,NA,"006","1980"
"Best Supporting Actress","Winner","Melvin and Howard","Event-6-1980","tt0081150","Melvin and Howard","nm0005460","Mary Steenburgen",NA,NA,"006","1980"
"Best Actor","Winner","Atlantic City","Event-7-1981","tt0080388","Atlantic City","nm0000044","Burt Lancaster",NA,NA,"007","1981"
"Best Actor",NA,"On Golden Pond","Event-7-1981","tt0082846","On Golden Pond","nm0000020","Henry Fonda",NA,NA,"007","1981"
"Best Actress","Winner","The French Lieutenant's Woman","Event-7-1981","tt0082416","The French Lieutenant's Woman","nm0000658","Meryl Streep",NA,NA,"007","1981"
"Best Actress",NA,"Reds","Event-7-1981","tt0082979","Reds","nm0000473","Diane Keaton",NA,NA,"007","1981"
"Best Cinematography","Winner","Vittorio Storaro","Event-7-1981","tt0082979","Reds","nm0005886","Vittorio Storaro",NA,NA,"007","1981"
"Best Cinematography",NA,"Freddie Francis","Event-7-1981","tt0082416","The French Lieutenant's Woman","nm0005711","Freddie Francis",NA,NA,"007","1981"
"Best Director","Winner","Reds","Event-7-1981","tt0082979","Reds","nm0000886","Warren Beatty",NA,NA,"007","1981"
"Best Director",NA,"Body Heat","Event-7-1981","tt0082089","Body Heat","nm0001410","Lawrence Kasdan",NA,NA,"007","1981"
"Best Foreign Film","Winner","Hector Babenco","Event-7-1981","tt0082912","Pixote","nm0002199","Hector Babenco",NA,NA,"007","1981"
